index,random,reversed,almost,sorted
49544,59339,44861,43828,43829
49545,22764,44860,43829,43832
49546,69323,44859,43832,43834
49547,4599,44858,43834,43835
49548,27008,44858,43835,43836
49549,47328,44856,43836,43837
49550,72934,44856,43837,43838
49551,55229,44856,43838,43838
49552,40382,44856,43838,43840
49553,18052,44854,43840,43842
49554,69237,44853,43842,43843
49555,42662,44850,43843,43844
49556,67472,44850,43844,43847
49557,79855,44849,43847,43847
49558,53448,44848,43847,43848
49559,45569,44848,43848,43849
49560,31947,44847,43849,43850
49561,63018,44846,43850,43851
49562,95533,44845,43851,43855
49563,70454,44842,43855,43856
49564,38830,44841,43856,43856
49565,21156,44841,43856,43856
49566,79199,44840,43856,43858
49567,77073,44839,43858,43859
49568,34586,44838,43859,43861
49569,70442,44838,43861,43862
49570,73596,44838,43862,43863
49571,12498,44835,43863,43864
49572,13721,44834,43864,43866
49573,15714,44833,43866,43866
49574,72330,44833,43866,43867
49575,3241,44831,43867,43869
49576,67920,44831,43869,43871
49577,28584,44830,43871,43872
49578,9803,44829,43872,43873
49579,34259,44827,43873,43874
49580,75203,44825,43874,43874
49581,51018,44824,43874,43878
49582,6128,44824,43878,43880
49583,15169,44821,43880,43884
49584,75785,44820,43884,43884
49585,85594,44819,43884,43884
49586,81558,44817,43884,43884
49587,59654,44817,43884,43886
49588,15657,44817,43886,43887
49589,39165,44816,43887,43888
49590,82449,44815,43888,43889
49591,78810,44814,43889,43891
49592,28472,44813,43891,43892
49593,93746,44812,43892,43896
49594,2555,44811,43896,43896
49595,19452,44811,43896,43897
49596,7602,44810,43897,43900
49597,93334,44808,43900,43904
49598,80714,44807,43904,43909
49599,26548,44807,43909,43911
49600,81678,44806,43911,43912
49601,47778,44805,43912,43918
49602,57188,44804,43918,43920
49603,24128,44804,43920,43921
49604,46533,44801,43921,43922
49605,48824,44801,43922,43923
49606,48198,44798,43923,43924
49607,61857,44797,43924,43925
49608,57619,44796,43925,43925
49609,74905,44796,43925,43926
49610,2539,44795,43926,43926
49611,80111,44795,43926,43927
49612,9128,44795,43927,43928
49613,24713,44794,43928,43929
49614,11795,44793,43929,43931
49615,55528,44793,43931,43931
49616,5949,44791,43931,43932
49617,32478,44791,43932,43933
49618,12032,44790,43933,43933
49619,69136,44789,43933,43934
49620,91737,44789,43934,43937
49621,19294,44789,43937,43938
49622,79375,44787,43938,43938
49623,83269,44786,43938,43939
49624,27860,44785,43939,43939
49625,95437,44784,43939,43940
49626,92175,44784,43940,43941
49627,78012,44784,43941,43942
49628,12449,44782,43942,43943
49629,32778,44781,43943,43945
49630,33431,44780,43945,43946
49631,91323,44779,43946,43948
49632,26892,44779,43948,43949
49633,2835,44779,43949,43951
49634,60909,44776,43951,43953
49635,25222,44774,43953,43954
49636,87,44774,43954,43954
49637,57709,44773,43954,43955
49638,97925,44773,43955,43956
49639,14490,44770,43956,43958
49640,85005,44768,43958,43959
49641,75174,44767,43959,43959
49642,33232,44767,43959,43961
49643,49995,44764,43961,43961
49644,76016,44763,43961,43963
49645,78180,44762,43963,43964
49646,19836,44762,43964,43964
49647,67656,44759,43964,43965
49648,72781,44759,43965,43965
49649,64982,44758,43965,43966
49650,2445,44757,43966,43971
49651,65542,44757,43971,43972
49652,37203,44756,43972,43972
49653,21890,44755,43972,43975
49654,54105,44755,43975,43977
49655,20860,44755,43977,43978
49656,1809,44753,43978,43978
49657,7175,44752,43978,43979
49658,31094,44750,43979,43979
49659,23355,44745,43979,43981
49660,7389,44745,43981,43981
49661,75431,44743,43981,43987
49662,13562,44742,43987,43987
49663,55623,44741,43987,43988
49664,39826,44741,43988,43990
49665,93305,44738,43990,43992
49666,46978,44738,43992,43994
49667,16551,44738,43994,43995
49668,56084,44736,43995,43995
49669,92706,44735,43995,43995
49670,7676,44734,43995,43995
49671,35224,44732,43995,43996
49672,33191,44732,43996,43997
49673,38350,44731,43997,43997
49674,93070,44731,43997,43998
49675,25126,44730,43998,44001
49676,3886,44729,44001,44001
49677,27394,44728,44001,44002
49678,11949,44726,44002,44004
49679,71102,44725,44004,44004
49680,34238,44724,44004,44007
49681,30544,44721,44007,44007
49682,73553,44721,44007,44008
49683,85216,44719,44008,44008
49684,90268,44717,44008,44009
49685,52475,44716,44009,44010
49686,1771,44714,44010,44010
49687,19276,44714,44010,44011
49688,71870,44713,44011,44012
49689,82078,44712,44012,44012
49690,87204,44712,44012,44012
49691,48314,44711,44012,44017
49692,88816,44710,44017,44019
49693,69867,44707,44019,44021
49694,8612,44707,44021,44022
49695,97784,44702,44022,44024
49696,95439,44702,44024,44024
49697,70564,44702,44024,44026
49698,65531,44700,44026,44027
49699,82076,44700,44027,44028
49700,3341,44699,44028,44029
49701,76244,44699,44029,44032
49702,15557,44699,44032,44032
49703,39531,44698,44032,44036
49704,35058,44698,44036,44037
49705,145,44698,44037,44038
49706,3511,44697,44038,44039
49707,83129,44695,44039,44040
49708,50387,44693,44040,44041
49709,81938,44693,44041,44043
49710,60589,44692,44043,44044
49711,44131,44691,44044,44044
49712,30127,44691,44044,44046
49713,50419,44690,44046,44046
49714,83216,44690,44046,44046
49715,7643,44688,44046,44047
49716,88636,44687,44047,44047
49717,61073,44686,44047,44048
49718,80822,44685,44048,44049
49719,15816,44679,44049,44049
49720,12657,44679,44049,44049
49721,81644,44678,44049,44050
49722,19308,44678,44050,44050
49723,29415,44677,44050,44050
49724,96352,44676,44050,44053
49725,81220,44671,44053,44054
49726,67738,44669,44054,44056
49727,66133,44669,44056,44056
49728,64651,44666,44056,44056
49729,14759,44662,44056,44059
49730,66568,44662,44059,44059
49731,89585,44660,44059,44059
49732,66218,44658,44059,44059
49733,27659,44656,44059,44061
49734,65759,44655,44061,44063
49735,39383,44653,44063,44063
49736,72522,44652,44063,44063
49737,56478,44651,44063,44064
49738,44102,44651,44064,44064
49739,71694,44650,44064,44066
49740,97419,44649,44066,44067
49741,6987,44649,44067,44067
49742,42141,44649,44067,44068
49743,10253,44648,44068,44072
49744,11122,44648,44072,44074
49745,78293,44647,44074,44074
49746,35869,44647,44074,44075
49747,87972,44646,44075,44075
49748,79684,44646,44075,44077
49749,55493,44646,44077,44077
49750,57519,44646,44077,44080
49751,66205,44645,44080,44082
49752,46631,44643,44082,44085
49753,26100,44642,44085,44086
49754,74189,44642,44086,44089
49755,99490,44641,44089,44089
49756,67600,44640,44089,44090
49757,70123,44639,44090,44090
49758,96499,44638,44090,44091
49759,27553,44637,44091,44093
49760,56930,44635,44093,44093
49761,93315,44635,44093,44095
49762,72837,44634,44095,44096
49763,36012,44634,44096,44099
49764,48117,44630,44099,44102
49765,16454,44629,44102,44102
49766,80415,44629,44102,44103
49767,21403,44626,44103,44106
49768,9093,44625,44106,44108
49769,48179,44622,44108,44110
49770,52413,44622,44110,44110
49771,53982,44622,44110,44110
49772,50098,44621,44110,44110
49773,97856,44618,44110,44111
49774,95396,44617,44111,44111
49775,21395,44616,44111,44112
49776,33207,44616,44112,44113
49777,43884,44615,44113,44113
49778,31989,44615,44113,44114
49779,7688,44614,44114,44115
49780,69732,44614,44115,44119
49781,57368,44613,44119,44120
49782,46677,44612,44120,44123
49783,12152,44611,44123,44125
49784,81983,44610,44125,44125
49785,13563,44610,44125,44126
49786,44248,44609,44126,44128
49787,48310,44608,44128,44128
49788,6563,44606,44128,44128
49789,34535,44605,44128,44129
49790,1191,44605,44129,44130
49791,11172,44604,44130,44131
49792,23247,44604,44131,44132
49793,1797,44604,44132,44134
49794,28882,44603,44134,44135
49795,45360,44602,44135,44135
49796,11878,44599,44135,44137
49797,20608,44599,44137,44138
49798,39555,44598,44138,44138
49799,3248,44597,44138,44138
49800,71986,44597,44138,44139
49801,34569,44596,44139,44140
49802,37465,44596,44140,44140
49803,71073,44596,44140,44141
49804,62857,44595,44141,44142
49805,6388,44595,44142,44143
49806,53724,44589,44143,44144
49807,12902,44588,44144,44144
49808,17362,44587,44144,44145
49809,47907,44584,44145,44145
49810,73136,44583,44145,44145
49811,86085,44582,44145,44146
49812,55096,44581,44146,44148
49813,20773,44581,44148,44149
49814,65123,44580,44149,44151
49815,70022,44578,44151,44151
49816,37848,44577,44151,44152
49817,35355,44576,44152,44153
49818,12405,44576,44153,44159
49819,47007,44575,44159,44159
49820,43059,44574,44159,44161
49821,57483,44572,44161,44161
49822,66889,44571,44161,44166
49823,29506,44570,44166,44167
49824,85399,44563,44167,44167
49825,24686,44563,44167,44170
49826,40703,44562,44170,44172
49827,40938,44561,44172,44174
49828,20230,44560,44174,44175
49829,57894,44559,44175,44177
49830,22383,44558,44177,44177
49831,20749,44558,44177,44177
49832,37185,44556,44177,44177
49833,16167,44556,44177,44179
49834,57592,44556,44179,44182
49835,15839,44554,44182,44185
49836,69568,44554,44185,44185
49837,76824,44552,44185,44187
49838,49878,44548,44187,44188
49839,78049,44547,44188,44188
49840,81256,44546,44188,44188
49841,40386,44546,44188,44191
49842,61950,44546,44191,44192
49843,73207,44544,44192,44192
49844,81698,44544,44192,44193
49845,23658,44540,44193,44193
49846,40424,44539,44193,44194
49847,70198,44538,44194,44197
49848,20341,44536,44197,44200
49849,2540,44536,44200,44200
49850,30325,44535,44200,44200
49851,97062,44535,44200,44201
49852,7570,44534,44201,44202
49853,5384,44534,44202,44202
49854,6490,44533,44202,44202
49855,38,44532,44202,44204
49856,56985,44531,44204,44204
49857,77052,44531,44204,44204
49858,70622,44530,44204,44207
49859,21067,44528,44207,44207
49860,74454,44527,44207,44209
49861,15623,44527,44209,44214
49862,98247,44526,44214,44215
49863,55597,44526,44215,44216
49864,95171,44526,44216,44217
49865,62409,44526,44217,44218
49866,55074,44524,44218,44218
49867,39954,44524,44218,44222
49868,69593,44521,44222,44226
49869,61769,44521,44226,44227
49870,31086,44521,44227,44227
49871,74954,44521,44227,44227
49872,92026,44519,44227,44228
49873,35900,44518,44228,44229
49874,63552,44518,44229,44231
49875,95057,44518,44231,44235
49876,40357,44517,44235,44235
49877,4784,44516,44235,44236
49878,49151,44515,44236,44237
49879,8534,44515,44237,44244
49880,83032,44515,44244,44245
49881,32591,44514,44245,44245
49882,84510,44510,44245,44248
49883,73703,44508,44248,44249
49884,67352,44507,44249,44250
49885,50411,44506,44250,44250
49886,98075,44505,44250,44251
49887,75211,44504,44251,44252
49888,11239,44504,44252,44253
49889,30788,44504,44253,44253
49890,44089,44503,44253,44256
49891,52955,44502,44256,44256
49892,98550,44502,44256,44256
49893,35937,44502,44256,44258
49894,9212,44501,44258,44259
49895,80079,44499,44259,44259
49896,59965,44497,44259,44260
49897,87527,44496,44260,44260
49898,18267,44496,44260,44260
49899,76617,44495,44260,44261
49900,47376,44494,44261,44262
49901,52870,44494,44262,44264
49902,46763,44491,44264,44264
49903,48879,44490,44264,44264
49904,22231,44487,44264,44265
49905,88267,44487,44265,44266
49906,18310,44485,44266,44268
49907,91618,44485,44268,44268
49908,29206,44485,44268,44269
49909,83985,44485,44269,44270
49910,74970,44483,44270,44271
49911,96301,44483,44271,44274
49912,62402,44482,44274,44277
49913,6837,44480,44277,44278
49914,24794,44480,44278,44278
49915,56253,44479,44278,44280
49916,69193,44478,44280,44280
49917,61618,44475,44280,44282
49918,36954,44474,44282,44282
49919,9919,44471,44282,44282
49920,46822,44467,44282,44283
49921,81596,44464,44283,44284
49922,68382,44462,44284,44284
49923,34560,44460,44284,44287
49924,87793,44459,44287,44287
49925,33945,44458,44287,44287
49926,63389,44457,44287,44288
49927,27160,44456,44288,44289
49928,75867,44456,44289,44290
49929,61054,44455,44290,44292
49930,84049,44454,44292,44295
49931,89124,44452,44295,44297
49932,53691,44452,44297,44298
49933,35136,44449,44298,44299
49934,62844,44449,44299,44299
49935,48748,44449,44299,44299
49936,28912,44448,44299,44300
49937,87196,44448,44300,44302
49938,95325,44448,44302,44304
49939,48877,44446,44304,44304
49940,75210,44443,44304,44305
49941,52815,44440,44305,44305
49942,11245,44439,44305,44307
49943,59352,44439,44307,44307
49944,28994,44438,44307,44308
49945,52822,44437,44308,44308
49946,33017,44436,44308,44309
49947,68822,44435,44309,44309
49948,34821,44433,44309,44310
49949,57714,44432,44310,44310
49950,76522,44431,44310,44310
49951,7155,44431,44310,44310
49952,40945,44429,44310,44312
49953,3018,44429,44312,44313
49954,45027,44429,44313,44314
49955,31071,44428,44314,44315
49956,54784,44423,44315,44315
49957,55513,44422,44315,44316
49958,61681,44421,44316,44319
49959,94381,44421,44319,44322
49960,58918,44418,44322,44322
49961,80713,44417,44322,44322
49962,70250,44416,44322,44323
49963,46118,44414,44323,44327
49964,67791,44414,44327,44329
49965,36096,44413,44329,44333
49966,17228,44413,44333,44333
49967,90480,44411,44333,44333
49968,90338,44410,44333,44336
49969,97315,44409,44336,44338
49970,6862,44409,44338,44338
49971,3094,44407,44338,44339
49972,79079,44406,44339,44340
49973,76337,44404,44340,44343
49974,16953,44403,44343,44344
49975,28071,44403,44344,44344
49976,69507,44401,44344,44344
49977,59639,44400,44344,44346
49978,58983,44400,44346,44347
49979,65325,44398,44347,44348
49980,4332,44398,44348,44349
49981,15015,44398,44349,44350
49982,37218,44397,44350,44351
49983,23021,44396,44351,44352
49984,97847,44395,44352,44354
49985,26382,44395,44354,44355
49986,96694,44395,44355,44355
49987,44928,44394,44355,44358
49988,73575,44394,44358,44358
49989,71266,44394,44358,44360
49990,22121,44393,44360,44361
49991,25486,44392,44361,44361
49992,29438,44392,44361,44362
49993,39750,44390,44362,44364
49994,72630,44390,44364,44366
49995,85567,44390,44366,44366
49996,2840,44389,44366,44374
49997,78379,44389,44374,44378
49998,84232,44385,44378,44380
49999,32050,44382,44380,44380
50000,10405,44380,44380,44380
50001,44669,44380,44380,44380
50002,72041,44380,44380,44382
50003,48486,44380,44382,44385
50004,82983,44378,44385,44389
50005,83021,44374,44389,44389
50006,84023,44366,44389,44390
50007,57112,44366,44390,44390
50008,65757,44364,44390,44390
50009,3765,44362,44390,44392
50010,1939,44361,44392,44392
50011,43388,44361,44392,44393
50012,90554,44360,44393,44394
50013,32172,44358,44394,44394
50014,34683,44358,44394,44394
50015,80134,44355,44394,44395
50016,77125,44355,44395,44395
50017,7973,44354,44395,44395
50018,71023,44352,44395,44396
50019,87205,44351,44396,44397
50020,46608,44350,44397,44398
50021,78421,44349,44398,44398
50022,54830,44348,44398,44398
50023,67661,44347,44398,44400
50024,12212,44346,44400,44400
50025,58492,44344,44400,44401
50026,1370,44344,44401,44403
50027,72154,44344,44403,44403
50028,55392,44343,44403,44404
50029,77619,44340,44404,44406
50030,54353,44339,44406,44407
50031,44518,44338,44407,44409
50032,33712,44338,44409,44409
50033,37626,44336,44409,44410
50034,57004,44333,44410,44411
50035,2388,44333,44411,44413
50036,76680,44333,44413,44413
50037,99412,44329,44413,44414
50038,50907,44327,44414,44414
50039,27660,44323,44414,44416
50040,56706,44322,44416,44417
50041,29744,44322,44417,44418
50042,79634,44322,44418,44421
50043,38735,44319,44421,44421
50044,79486,44316,44421,44422
50045,97040,44315,44422,44423
50046,17315,44315,44423,44428
50047,17334,44314,44428,44429
50048,17379,44313,44429,44429
50049,95535,44312,44429,44429
50050,1202,44310,44429,44431
50051,73309,44310,44431,44431
50052,27862,44310,44431,44432
50053,10808,44310,44432,44433
50054,26623,44309,44433,44435
50055,66861,44309,44435,44436
50056,23996,44308,44436,44437
50057,49013,44308,44437,44438
50058,73984,44307,44438,44439
50059,64242,44307,44439,44439
50060,72807,44305,44439,44440
50061,87194,44305,44440,44443
50062,40015,44304,44443,44446
50063,94664,44304,44446,44448
50064,88136,44302,44448,44448
50065,45222,44300,44448,44448
50066,55073,44299,44448,44449
50067,57481,44299,44449,44449
50068,53292,44299,44449,44449
50069,31477,44298,44449,44452
50070,3000,44297,44452,44452
50071,6885,44295,44452,44454
50072,45817,44292,44454,44455
50073,88494,44290,44455,44456
50074,90121,44289,44456,44456
50075,67815,44288,44456,44457
50076,67663,44287,44457,44458
50077,21848,44287,44458,44459
50078,28848,44287,44459,44460
50079,38165,44284,44460,44462
50080,69884,44284,44462,44464
50081,63395,44283,44464,44467
50082,50061,44282,44467,44471
50083,42845,44282,44471,44474
50084,67980,44282,44474,44475
50085,16617,44280,44475,44478
50086,20838,44280,44478,44479
50087,42081,44278,44479,44480
50088,56477,44278,44480,44480
50089,988,44277,44480,44482
50090,75761,44274,44482,44483
50091,9325,44271,44483,44483
50092,7677,44270,44483,44485
50093,38421,44269,44485,44485
50094,75811,44268,44485,44485
50095,64707,44268,44485,44485
50096,26948,44266,44485,44487
50097,85129,44265,44487,44487
50098,72643,44264,44487,44490
50099,66607,44264,44490,44491
50100,79338,44264,44491,44494
50101,8776,44262,44494,44494
50102,7520,44261,44494,44495
50103,76912,44260,44495,44496
50104,85381,44260,44496,44496
50105,3476,44260,44496,44497
50106,31657,44259,44497,44499
50107,40626,44259,44499,44501
50108,73828,44258,44501,44502
50109,51620,44256,44502,44502
50110,40425,44256,44502,44502
50111,16285,44256,44502,44503
50112,12088,44253,44503,44504
50113,83249,44253,44504,44504
50114,91733,44252,44504,44504
50115,74300,44251,44504,44505
50116,99221,44250,44505,44506
50117,66188,44250,44506,44507
50118,35405,44249,44507,44508
50119,42398,44248,44508,44510
50120,90409,44245,44510,44514
50121,42496,44245,44514,44515
50122,54418,44244,44515,44515
50123,77765,44237,44515,44515
50124,89305,44236,44515,44516
50125,93315,44235,44516,44517
50126,63132,44235,44517,44518
50127,69095,44231,44518,44518
50128,86451,44229,44518,44518
50129,48828,44228,44518,44519
50130,19570,44227,44519,44521
50131,9662,44227,44521,44521
50132,89383,44227,44521,44521
50133,16740,44226,44521,44521
50134,99952,44222,44521,44524
50135,31254,44218,44524,44524
50136,52222,44218,44524,44526
50137,65376,44217,44526,44526
50138,88363,44216,44526,44526
50139,79154,44215,44526,44526
50140,364,44214,44526,44527
50141,95297,44209,44527,44527
50142,79054,44207,44527,44528
50143,26845,44207,44528,44530
50144,52521,44204,44530,44531
50145,57387,44204,44531,44531
50146,78435,44204,44531,44532
50147,35899,44202,44532,44533
50148,12039,44202,44533,44534
50149,35349,44202,44534,44534
50150,74882,44201,44534,44535
50151,54763,44200,44535,44535
50152,86423,44200,44535,44536
50153,50822,44200,44536,44536
50154,16664,44197,44536,44538
50155,49565,44194,44538,44539
50156,37393,44193,44539,44540
50157,12278,44193,44540,44544
50158,93782,44192,44544,44544
50159,59373,44192,44544,44546
50160,85734,44191,44546,44546
50161,23571,44188,44546,44546
50162,39066,44188,44546,44547
50163,30701,44188,44547,44548
50164,45141,44187,44548,44552
50165,14861,44185,44552,44554
50166,95263,44185,44554,44554
50167,15857,44182,44554,44556
50168,7693,44179,44556,44556
50169,8242,44177,44556,44556
50170,63957,44177,44556,44558
50171,72291,44177,44558,44558
50172,11092,44177,44558,44559
50173,24164,44175,44559,44560
50174,88415,44174,44560,44561
50175,44260,44172,44561,44562
50176,12500,44170,44562,44563
50177,44305,44167,44563,44563
50178,3545,44167,44563,44570
50179,19673,44166,44570,44571
50180,8508,44161,44571,44572
50181,87652,44161,44572,44574
50182,63562,44159,44574,44575
50183,44251,44159,44575,44576
50184,68443,44153,44576,44576
50185,32714,44152,44576,44577
50186,251,44151,44577,44578
50187,72403,44151,44578,44580
50188,29520,44149,44580,44581
50189,76320,44148,44581,44581
50190,38419,44146,44581,44582
50191,85510,44145,44582,44583
50192,98980,44145,44583,44584
50193,23376,44145,44584,44587
50194,88773,44144,44587,44588
50195,97947,44144,44588,44589
50196,67231,44143,44589,44595
50197,19851,44142,44595,44595
50198,74294,44141,44595,44596
50199,96920,44140,44596,44596
50200,13912,44140,44596,44596
50201,81521,44139,44596,44597
50202,10249,44138,44597,44597
50203,64971,44138,44597,44598
50204,32810,44138,44598,44599
50205,80056,44137,44599,44599
50206,23854,44135,44599,44602
50207,97938,44135,44602,44603
50208,93338,44134,44603,44604
50209,49011,44132,44604,44604
50210,31811,44131,44604,44604
50211,39588,44130,44604,44605
50212,14874,44129,44605,44605
50213,75050,44128,44605,44606
50214,71735,44128,44606,44608
50215,5448,44128,44608,44609
50216,99198,44126,44609,44610
50217,64251,44125,44610,44610
50218,54602,44125,44610,44611
50219,17085,44123,44611,44612
50220,51066,44120,44612,44613
50221,13902,44119,44613,44614
50222,52577,44115,44614,44614
50223,8174,44114,44614,44615
50224,12073,44113,44615,44615
50225,42046,44113,44615,44616
50226,14850,44112,44616,44616
50227,14291,44111,44616,44617
50228,95734,44111,44617,44618
50229,78917,44110,44618,44621
50230,94094,44110,44621,44622
50231,18155,44110,44622,44622
50232,807,44110,44622,44622
50233,93041,44108,44622,44625
50234,96105,44106,44625,44626
50235,92939,44103,44626,44629
50236,18354,44102,44629,44629
50237,13737,44102,44629,44630
50238,79555,44099,44630,44634
50239,57907,44096,44634,44634
50240,29019,44095,44634,44635
50241,15727,44093,44635,44635
50242,29026,44093,44635,44637
50243,57383,44091,44637,44638
50244,86446,44090,44638,44639
50245,8015,44090,44639,44640
50246,20888,44089,44640,44641
50247,20281,44089,44641,44642
50248,26648,44086,44642,44642
50249,97868,44085,44642,44643
50250,98461,44082,44643,44645
50251,50605,44080,44645,44646
50252,60091,44077,44646,44646
50253,56086,44077,44646,44646
50254,86145,44075,44646,44646
50255,74888,44075,44646,44647
50256,4691,44074,44647,44647
50257,77036,44074,44647,44648
50258,72532,44072,44648,44648
50259,29664,44068,44648,44649
50260,68404,44067,44649,44649
50261,71054,44067,44649,44649
50262,92943,44066,44649,44650
50263,69692,44064,44650,44651
50264,84944,44064,44651,44651
50265,53926,44063,44651,44652
50266,16854,44063,44652,44653
50267,24080,44063,44653,44655
50268,14929,44061,44655,44656
50269,38727,44059,44656,44658
50270,88823,44059,44658,44660
50271,77069,44059,44660,44662
50272,85611,44059,44662,44662
50273,17652,44056,44662,44666
50274,82499,44056,44666,44669
50275,682,44056,44669,44669
50276,29315,44054,44669,44671
50277,70560,44053,44671,44676
50278,44679,44050,44676,44677
50279,37736,44050,44677,44678
50280,32053,44050,44678,44678
50281,48288,44049,44678,44679
50282,51285,44049,44679,44679
50283,70232,44049,44679,44685
50284,30959,44048,44685,44686
50285,6057,44047,44686,44687
50286,44732,44047,44687,44688
50287,39651,44046,44688,44690
50288,62761,44046,44690,44690
50289,62753,44046,44690,44691
50290,18363,44044,44691,44691
50291,55499,44044,44691,44692
50292,12970,44043,44692,44693
50293,31698,44041,44693,44693
50294,52309,44040,44693,44695
50295,13225,44039,44695,44697
50296,58167,44038,44697,44698
50297,41066,44037,44698,44698
50298,77371,44036,44698,44698
50299,47052,44032,44698,44699
50300,31944,44032,44699,44699
50301,22511,44029,44699,44699
50302,62887,44028,44699,44700
50303,7115,44027,44700,44700
50304,53937,44026,44700,44702
50305,62152,44024,44702,44702
50306,23180,44024,44702,44702
50307,97605,44022,44702,44707
50308,49422,44021,44707,44707
50309,13655,44019,44707,44710
50310,95788,44017,44710,44711
50311,57323,44012,44711,44712
50312,96580,44012,44712,44712
50313,38116,44012,44712,44713
50314,65431,44011,44713,44714
50315,92386,44010,44714,44714
50316,79582,44010,44714,44716
50317,64598,44009,44716,44717
50318,19931,44008,44717,44719
50319,76011,44008,44719,44721
50320,70828,44007,44721,44721
50321,33555,44007,44721,44724
50322,88210,44004,44724,44725
50323,66692,44004,44725,44726
50324,53473,44002,44726,44728
50325,95476,44001,44728,44729
50326,59916,44001,44729,44730
50327,55667,43998,44730,44731
50328,51399,43997,44731,44731
50329,6546,43997,44731,44732
50330,43247,43996,44732,44732
50331,44647,43995,44732,44734
50332,86671,43995,44734,44735
50333,98425,43995,44735,44736
50334,82502,43995,44736,44738
50335,34257,43994,44738,44738
50336,42720,43992,44738,44738
50337,24165,43990,44738,44741
50338,14883,43988,44741,44741
50339,44535,43987,44741,44742
50340,1472,43987,44742,44743
50341,96370,43981,44743,44745
50342,97349,43981,44745,44745
50343,30063,43979,44745,44750
50344,18938,43979,44750,44752
50345,52043,43978,44752,44753
50346,77439,43978,44753,44755
50347,68843,43977,44755,44755
50348,66261,43975,44755,44755
50349,49455,43972,44755,44756
50350,21131,43972,44756,44757
50351,18871,43971,44757,44757
50352,64064,43966,44757,44758
50353,26587,43965,44758,44759
50354,18883,43965,44759,44759
50355,56934,43964,44759,44762
50356,86969,43964,44762,44762
50357,93965,43963,44762,44763
50358,30878,43961,44763,44764
50359,35280,43961,44764,44767
50360,65236,43959,44767,44767
50361,80163,43959,44767,44768
50362,36049,43958,44768,44770
50363,16990,43956,44770,44773
50364,99923,43955,44773,44773
50365,34053,43954,44773,44774
50366,38999,43954,44774,44774
50367,62552,43953,44774,44776
50368,53579,43951,44776,44779
50369,64004,43949,44779,44779
50370,24627,43948,44779,44779
50371,69105,43946,44779,44780
50372,26088,43945,44780,44781
50373,44692,43943,44781,44782
50374,9566,43942,44782,44784
50375,26589,43941,44784,44784
50376,74371,43940,44784,44784
50377,54569,43939,44784,44785
50378,55932,43939,44785,44786
50379,96148,43938,44786,44787
50380,58498,43938,44787,44789
50381,67905,43937,44789,44789
50382,59874,43934,44789,44789
50383,8034,43933,44789,44790
50384,63228,43933,44790,44791
50385,84333,43932,44791,44791
50386,73052,43931,44791,44793
50387,65639,43931,44793,44793
50388,93662,43929,44793,44794
50389,51369,43928,44794,44795
50390,40829,43927,44795,44795
50391,920,43926,44795,44795
50392,64943,43926,44795,44796
50393,13891,43925,44796,44796
50394,30241,43925,44796,44797
50395,11843,43924,44797,44798
50396,21557,43923,44798,44801
50397,95362,43922,44801,44801
50398,81073,43921,44801,44804
50399,75625,43920,44804,44804
50400,56064,43918,44804,44805
50401,85984,43912,44805,44806
50402,20453,43911,44806,44807
50403,54627,43909,44807,44807
50404,14073,43904,44807,44808
50405,67687,43900,44808,44810
50406,17828,43897,44810,44811
50407,21830,43896,44811,44811
50408,40090,43896,44811,44812
50409,82491,43892,44812,44813
50410,26964,43891,44813,44814
50411,83909,43889,44814,44815
50412,94696,43888,44815,44816
50413,8574,43887,44816,44817
50414,46819,43886,44817,44817
50415,55752,43884,44817,44817
50416,94091,43884,44817,44819
50417,21341,43884,44819,44820
50418,98118,43884,44820,44821
50419,10524,43880,44821,44824
50420,79785,43878,44824,44824
50421,76384,43874,44824,44825
50422,45056,43874,44825,44827
50423,25890,43873,44827,44829
50424,24479,43872,44829,44830
50425,61145,43871,44830,44831
50426,56604,43869,44831,44831
50427,20342,43867,44831,44833
50428,63546,43866,44833,44833
50429,3587,43866,44833,44834
50430,2252,43864,44834,44835
50431,63255,43863,44835,44838
50432,57933,43862,44838,44838
50433,2692,43861,44838,44838
50434,98983,43859,44838,44839
50435,60953,43858,44839,44840
50436,85175,43856,44840,44841
50437,84406,43856,44841,44841
50438,87316,43856,44841,44842
50439,49395,43855,44842,44845
50440,43866,43851,44845,44846
50441,56005,43850,44846,44847
50442,59062,43849,44847,44848
50443,74743,43848,44848,44848
50444,72942,43847,44848,44849
50445,12034,43847,44849,44850
50446,20645,43844,44850,44850
50447,40810,43843,44850,44853
50448,14186,43842,44853,44854
50449,80907,43840,44854,44856
50450,43099,43838,44856,44856
50451,38268,43838,44856,44856
50452,60360,43837,44856,44856
50453,17263,43836,44856,44858
50454,4643,43835,44858,44858
50455,74637,43834,44858,44859
50456,67937,43832,44859,44860
50457,36791,43829,44860,44861
50458,797,43828,44861,44861
50459,86315,43827,44861,44861
50460,46525,43826,44861,44863
50461,61607,43826,44863,44865
50462,13394,43826,44865,44865
50463,90515,43826,44865,44867
50464,68967,43824,44867,44868
50465,11337,43823,44868,44869
50466,63595,43823,44869,44869
50467,63725,43823,44869,44870
50468,65331,43822,44870,44871
50469,96353,43821,44871,44871
50470,49352,43820,44871,44871
50471,37834,43820,44871,44873
50472,36143,43819,44873,44873
50473,37948,43818,44873,44873
50474,58964,43818,44873,44875
50475,79499,43818,44875,44878
50476,60082,43815,44878,44879
